,맥주정보,검색이름,맥주이름
0,"surething_ii(4,561)
🇸🇰Šenkvice, Slovakia
3.3September 20, 2021
Can.
Pours clear gold pale gold with white head. Bit herbal on nose. Tastes sweet malty, well rounded, smooth…
Show more
CAN
Aroma
6
Appearance
3
Flavor
7
Mouthfeel
4
Overall
13",Spaten Münchner München,Spaten Münchner Hell / München / Premium
1,"markoijelena(4,617)
🇷🇸Belgrade / Amsterdam, Serbia
3.1September 11, 2021
Bottle 0.5l after work, The Netherlands. 10.9.2021. Pour it clear golden color with medium white head. Aroma light cereal qnd sweet corn note. Taste slick, light sweet corn,…
Show more
Aroma
7
Appearance
3
Flavor
7
Mouthfeel
3
Overall
11",Spaten Münchner München,Spaten Münchner Hell / München / Premium
2,"Oscbert(1,636)
🇺🇸Lincoln, United States
2.8September 4, 2021
Pils malt aroma, sulfur, minerally, dry grass, sweet biscuit malt.  
Pours a clear light gold with fluffy white head…
Show more
Aroma
5
Appearance
4
Flavor
5
Mouthfeel
4
Overall
10",Spaten Münchner München,Spaten Münchner Hell / München / Premium
3,"rozsoma(2,507)
🇭🇺Gyõr, Hungary
4.3September 3, 2021
Sampled @ Starkbierzeit 2016. My cream jelleg, viszont ami a borsodit dicséri: a licensz alapján elég jól sikerült másolni…
Show more
BOTTLE
@ Beerbox Újbuda
Aroma
8
Appearance
4
Flavor
9
Mouthfeel
4
Overall
18",Spaten Münchner München,Spaten Münchner Hell / München / Premium
4,"tgrtnr(1,914)
🇩🇪Germering b München, Germany
2.8August 31, 2021
500 ml can. Pours clear golden with a foamy head. Citrussy notes, a bit skunky, malty, hay, light grassy hops, metallic notes, dough. Medium bitterness, slightly sweet. Medium…
Show more
CAN
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
3
Overall
11",Spaten Münchner München,Spaten Münchner Hell / München / Premium
5,"flelau(219)
🇩🇰Kastrup, Denmark
3.1August 26, 2021
Fin lys lettere gennemsigtig. Meget hvidt og rigeligt fint skum. Svag humleduft. Frisk meget lidt bitter og let fylde. Giver en let eftersmag, der giver en masse fine toner af…
Show more
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Spaten Münchner München,Spaten Münchner Hell / München / Premium
6,"Botrytis(180)
🇦🇹Illmitz, Austria
3.3August 22, 2021
Im Glas hellgoldgelb mit angemessen schöner feiner Perlage. Die weiße, fein- bis mittelporige Schaumkrone zeigt sich gut stabil und ebenso gut haltbar.…
Show more
BOTTLE
Aroma
7
Appearance
4
Flavor
6
Mouthfeel
3
Overall
13",Spaten Münchner München,Spaten Münchner Hell / München / Premium
7,"Hanoi(1,455)
🇬🇧England
3.1July 30, 2021
Bottle. Nose is grass light malt getting cereal; clean. Taste is malty, cereal, honey, leading to lightly floral hop.
Aroma
5
Appearance
4
Flavor
6
Mouthfeel
3
Overall
13",Spaten Münchner München,Spaten Münchner Hell / München / Premium
8,"Aggiebob(3,287)
🇺🇸Huntsville, United States
3.3July 16, 2021
Bright yellow color with a thin white head. Malty aroma with a biscuit note, but it was  a bit skunky as well. The taste was biscuit dough. Ok, if we can get pass the nose.
BOTTLE
@ Liquor Express
Aroma
5
Appearance
5
Flavor
5
Mouthfeel
4
Overall
14",Spaten Münchner München,Spaten Münchner Hell / München / Premium
9,"kingstoni(2,977)
🇫🇮Finland
2.9July 7, 2021
Bottle. Clear golden color with a thin head. Mild aroma of hay and malt. Malty taste with some sweetness. Medium thin body.
BOTTLE
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
3
Overall
12",Spaten Münchner München,Spaten Münchner Hell / München / Premium
