,맥주정보,검색이름,맥주이름
0,"HenrikSoegaard(18,141)
🇩🇰Randers, Denmark
2.5September 19, 2021
Sample courtesy Grumbo. Creamy white good mostly lasting head. Yellow colour. Light malty and hoppy aroma. Light bitter flavor. Short light bitter finish. Watery palate.
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
2
Overall
10",Terra,Terra
1,"Rasmus40(29,807)
🇩🇰Beder, Aarhus, Denmark
2.4September 16, 2021
Sample courtesy of Grumbo. Thanks. Clear yellow with a small white head. Aroma is sweet, malty, light citrus and grass. Flavor is medium sweet and moderate bitter. Dry and…
Show more
Aroma
4
Appearance
3
Flavor
5
Mouthfeel
3
Overall
9",Terra,Terra
2,"saxo(25,232)
🇩🇰Over Hornbæk, Randers, Denmark
1.8September 16, 2021
Sample courtesy Grumbo. Medium head with medium duration. Color is golden. Aroma and taste are malt, grass and hops. Light bitter finish.
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
2
Overall
7",Terra,Terra
3,"ITFCfan(556)
🇬🇧Ipswich, England
2.1September 15, 2021
Sample courtesy of Grumbo. Cheers. Aroma is veg water, herbal, hints of citrus juice and wet malts. Very watery and carbonated. Not a lot on the taste to mention.
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
2
Overall
8",Terra,Terra
4,"GregMooreNH(5,928)
🇺🇸Bedford, United States
1.1September 7, 2021
Pours clear dark golden with a full, white head.  Aroma is skunky grass.  Taste is faint corn, moving to skunky grass.  Yech.
BOTTLE
@ Half Time
Aroma
2
Appearance
2
Flavor
2
Mouthfeel
1
Overall
4",Terra,Terra
5,"SHIG(9,413)
🇬🇧Bury St Edmunds, England
2.0September 7, 2021
Sample thanks to Grumbo: Poured a golden with a white carbonated head. Aroma is skunky, how I have missed this from some of my earlier South Korean beers, malts. Taste…
Show more
Aroma
3
Appearance
3
Flavor
5
Mouthfeel
1
Overall
8",Terra,Terra
6,"Grumbo(13,784)
🇬🇧Ipswich, England
2.1September 2, 2021
2/9/2021. Bottle from MM Global Supermarket, Chelmsford. Pours bright golden with a frothy white head. Aroma of sweet malt, grain, corn biscuit, caramel, hint of citrus. Medium…
Show more
BOTTLE
Aroma
5
Appearance
3
Flavor
4
Mouthfeel
2
Overall
7",Terra,Terra
7,"stevoj(11,682)
🇺🇸Boise, United States
2.5August 3, 2021
12oz bottle from Halftime. Clear golden pour, lively carbonation, big foamy head subsides. Grainy, corn aroma, cereal, sweet. More sweet grainy flavors with a really…
Show more
BOTTLE
@ Half Time
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
2
Overall
10",Terra,Terra
8,"Oakes(26,129)
🇨🇦Kelowna, Canada
2.1February 27, 2020
Cleaner and maltier than most a Korean swills.  Balanced for the style. If you have to swill, this is one of the better options.
Aroma
4
Appearance
2
Flavor
4
Mouthfeel
2
Overall
9",Terra,Terra
9,"Pyobon(2,226)
🇦🇺Sydney, Australia
1.8November 2, 2019
(Bottle) Pours clear gold with little head. Unpleasant aroma of corn and vegetables. Thin body and fizzy. Taste is watery, somewhat citrusy and corny. Quite unpleasant but ok with…
Show more
BOTTLE
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
2
Overall
7",Terra,Terra
10,"hehe_papiesz_xd(267)
🇵🇱Warsaw, Poland
1.1July 17, 2019
Water with some corn. No idea how did they even make this. Can't sum it up better than just XDDDD.
Aroma
2
Appearance
1
Flavor
2
Mouthfeel
2
Overall
4",Terra,Terra
11,"douglas88(11,919)
🇺🇸Portland, United States
2.7July 14, 2019
Bottle in Seoul. Looked to be Australian, but perhaps made in Korea? Anyway, pours a clear golden hue with a large white head. Bready, biscuit, a bit dirty, sweet malts. OK.
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
11",Terra,Terra
12,"fredthecat(536)
🇨🇦Canada
0.7April 4, 2019
Light gold with a small white head that seems to stick around. Aroma is vegetabley, cardboard, rotten corn type. Taste is low in hops, sweet, corny. Tastes like very cheap…
Show more
Aroma
1
Appearance
2
Flavor
1
Mouthfeel
1
Overall
2
1",Terra,Terra
