,맥주정보,검색이름,맥주이름
0,"MeadTun52(5)
🇵🇹Portugal
3.9August 31, 2021
Cor amarelo dourado, ligeiro laranja, espuma branca, densa e persistente. Aromas a fruta, citrinos, notas florais, toque de banana, fruto tropical maduro, fermentação. Boca com…
Show more
BOTTLE
Aroma
7
Appearance
4
Flavor
8
Mouthfeel
4
Overall
16",Erdinger Weissbier,Erdinger Weissbier
1,"AleGuru2(360)
🇳🇱Houten, Netherlands
3.5August 25, 2021
Troebel geelkleurig bier met een dikke witte fijne schuimkraag. Kruidige graangeur. Niet de verwachte banaan. Heerlijk romig mondgevoel en tegelijk verfrissend.
BOTTLE
Aroma
6
Appearance
4
Flavor
7
Mouthfeel
4
Overall
14",Erdinger Weissbier,Erdinger Weissbier
2,"jmgreenuk(15,363)
🇲🇾Kuala Lumpur, Malaysia
3.2August 7, 2021
500ml bottle from Isetan, Kuala Lumpur. Poured a slightly hazy golden orange colour with a short-lived, fizzy white head. The aroma is malt, light funky banana yeast. The…
Show more
BOTTLE
Aroma
6
Appearance
3
Flavor
7
Mouthfeel
3
Overall
13",Erdinger Weissbier,Erdinger Weissbier
3,"vinaugvic(123)
3.1August 19, 2021
Hazy, orange-golden with a good white head.
Aroma: Relatively faint. Mostly malt: Hay, cereal, honey, wheat. A bit of yeast.…
Show more
BOTTLE
Aroma
5
Appearance
4
Flavor
6
Mouthfeel
3
Overall
13",Erdinger Weissbier,Erdinger Weissbier
4,"thorongil2(5,780)
🇨🇦rootless cosmopolitan elite, Canada
2.9July 13, 2021
(Can) hazy, bright yellow colour with a tall white head; aroma of metal, jam; simple, balanced flavour with a long, light bitter finish
CAN
@ LCBO 776 - Pickering (Brock Rd)
Aroma
6
Appearance
4
Flavor
5
Mouthfeel
3
Overall
11",Erdinger Weissbier,Erdinger Weissbier
5,"fabio26(20)
2.5July 5, 2021
Slightly hazy, golden with creamy white head. Malty aroma with notes of banana and very little cloves. High carbonation. Medium to low body. Malty flavour, with floreal and fruity…
Show more
TAP
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
2
Overall
10",Erdinger Weissbier,Erdinger Weissbier
6,"snowcrash000(1,718)
🇩🇪Cologne, Germany
3.1June 20, 2021
Pours a slightly cloudy, deep golden coloration with a medium, frothy head and slightly visible carbonation. Smells of doughy malt, grassy hops and hints of spicy yeast esters,…
Show more
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
2
Overall
14",Erdinger Weissbier,Erdinger Weissbier
7,"robinshute123(347)
🇬🇧Torquay, England
4.2June 20, 2021
slightly hazy yellow with large white head. 
Smells yeasty and slightly fruity. Taste is Yeast, wheat, some banana and citrus notes with slight mango and grassy…
Show more
BOTTLE
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
4
Overall
18",Erdinger Weissbier,Erdinger Weissbier
8,"impu(49)
🇵🇱Poland
2.5June 4, 2021
zapach: zielony banan, zbożowy 
smak: wodnisty, lekko alkoholowy w pierwszym odczuciu, lekko zbożowy, bardzo delikatnie banan, goryczka niska,…
Show more
BOTTLE
Aroma
4
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",Erdinger Weissbier,Erdinger Weissbier
9,"jybi(1,773)
🇳🇨Nouméa, New Caledonia
3.0May 23, 2021
Pas nerveuse cette Erdinger Weissbier. Sur un rythme plan-plan, une douceur certaine et un cocktail aromatique simple, difficile de se passionner pour celle-ci. Une bouteille de 50…
Show more
BOTTLE
Aroma
5
Appearance
5
Flavor
6
Mouthfeel
3
Overall
11
1",Erdinger Weissbier,Erdinger Weissbier
