,맥주정보,검색이름,맥주이름
0,"lustgreis(9)
🇩🇪Germany
4.2March 13, 2021
Delicious, nice colour.
Drank it in the most beautiful beer garden in the world, the Cevercería Patagonia on the Circuito Chico near Bariloche,…
Show more
TAP
@ Cervecería Patagonia
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Patagonia Amber Lager,Patagonia Amber Lager
1,"kokos666(1,415)
🇵🇱Gliwice, Poland
2.8December 7, 2019
Aromat mocno ciasteczkowy, biszkoptowy, lekko tostowy i wlasciwie tyle. Lekkie, niska goryczka, opiekany aftertaste. Nic ciekawego
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
2
Overall
11",Patagonia Amber Lager,Patagonia Amber Lager
2,"makquinho(3)
3.0October 18, 2019
Amber ale mediana. Aroma e sabor com malte levemente tostado e um pouco de caramelo. Espuma rala e carbonatação média a baixa.
BOTTLE
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Patagonia Amber Lager,Patagonia Amber Lager
3,"beerwithus(178)
🇬🇧Edinburgh, Scotland
3.8June 9, 2019
Pouring a radiant copper-brown, this beer glows in the sunlight and supports a fresh, thick, creamy off-white head. The aroma is malty with notes of caramel being quite…
Show more
TAP
Aroma
7
Appearance
4
Flavor
8
Mouthfeel
4
Overall
15",Patagonia Amber Lager,Patagonia Amber Lager
4,"Smithld1(919)
🇬🇧England
2.8June 4, 2019
A massive bottle in some bar in salta. Fairly decent. Clean and crisp like most ones here. Tastes of something, which is unusual.
BOTTLE
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
3
Overall
11",Patagonia Amber Lager,Patagonia Amber Lager
5,"gustavotrentim(3)
2.0April 19, 2019
Cerveja translúcida com boa carbonatação porém seu sabor não veio junto com a garrafa acho que ficou na Argentina
BOTTLE
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Patagonia Amber Lager,Patagonia Amber Lager
6,"rand(2,800)
🇨🇭Switzerland
3.4March 31, 2019
Nice bright amber, average off-white head and serene crackling. Aroma dominated by malt, caramel and a touch of hop. Taste soft, sweet, rather round, caramel, brioche and a…
Show more
Aroma
6
Appearance
4
Flavor
7
Mouthfeel
3
Overall
14",Patagonia Amber Lager,Patagonia Amber Lager
7,"Benzai(20,022)
🇳🇱Oirschot, THE NETHERLANDS, Netherlands
2.6March 23, 2019
Bottle shared at Dutch Brewery Ticking Session with Sjogro and ShivanDragon. Clear light amber color, virtually no head. Smel land taste lightly malts, metallic, slightly sweet and…
Show more
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
2
Overall
10",Patagonia Amber Lager,Patagonia Amber Lager
8,"ShivanDragon(6,883)
🇳🇱Leeuwarden, Netherlands
2.0March 5, 2019
Donker gouden, witte kraag, koolzuurtje, vrij lucht, dun/waterig van textuur, mout en maisachtige basis, ach bij 30 graden zou het prima smaken
Aroma
4
Appearance
2
Flavor
4
Mouthfeel
2
Overall
8",Patagonia Amber Lager,Patagonia Amber Lager
9,"INO_TRATTURI(155)
3.0March 3, 2019
Una Amber della Patagonia da 4,5 gradi. Senza infamia e senza lode, forse troppo amara per la tipologia...
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
2
Overall
13",Patagonia Amber Lager,Patagonia Amber Lager
10,"sjogro(9,250)
🇳🇱The Hague, Netherlands
2.7March 2, 2019
Dutch Brewery Tasting @ Benzai’s. Clear amber with no head. Sweet malts, sickly and weird, dry and bitter, slightly nutty, tea. Moderate sweet and bitter. Light body and soft…
Show more
Aroma
6
Appearance
2
Flavor
6
Mouthfeel
2
Overall
11",Patagonia Amber Lager,Patagonia Amber Lager
11,"JaKeAFC(1,792)
🇮🇹Italy
2.7November 14, 2018
Brazilian version in SP. Amber color clear big yellowish head, flavors of caramel, sugar and light roasted malt. Some leaves on the hops side, sweetish with a fruity aftertaste. Average…
Show more
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
11",Patagonia Amber Lager,Patagonia Amber Lager
12,"pxkid1989(84)
2.9November 6, 2018
Argentina. Pours very clear Amber. Off white head. Scents of malt, caramel and maple syrup. Taste is sugar, syrup, caramel and fruit bread.
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Patagonia Amber Lager,Patagonia Amber Lager
13,"Kronhjort1996(442)
🇩🇰Århus C, Denmark
3.5October 27, 2018
Amber lager…
Show more
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
4
Overall
16",Patagonia Amber Lager,Patagonia Amber Lager
14,"Sandro Mosque(69)
🇧🇷Brasília, Brazil
3.2April 26, 2020
Uma cerveja única e com identidade. Uma combinação equilibrada de lúpulo da Patagônia e a mistura de maltes finos é percebida em seu sabor, aroma delicado e cor âmbar.
BOTTLE
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Patagonia Amber Lager,Patagonia Amber Lager
15,"SVD(4,339)
🇳🇱Nijmegen, Netherlands
3.5October 11, 2018
Amber beer, small head, aroma is malt, fruit, metal, caramel, sweet. Taste is the same, not bad.
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
17",Patagonia Amber Lager,Patagonia Amber Lager
16,"blackisle(4,257)
🇳🇱Amsterdam IJburg, Netherlands
2.8October 2, 2018
Bottle 33cl. @home poured into a lager glass. Clear medium amber, average frothy off-white head, mostly diminishing, light lacing; aroma sweet malt, caramel, wet hay; taste…
Show more
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
2
Overall
11",Patagonia Amber Lager,Patagonia Amber Lager
17,"Grumbo(13,784)
🇬🇧Ipswich, England
2.6August 7, 2018
6/8/2018. Bottle from Galeria Kaufhof Frankfurt. Pours amber with a lasting slightly foamy off-white head. Aroma s, caramel, malt, fruit and veg. Moderate sweetness with…
Show more
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
3
Overall
9",Patagonia Amber Lager,Patagonia Amber Lager
18,"Ritzn(3,837)
🇩🇪Germany
2.4July 27, 2018
Decided to go for a fancier country tick than Quilmes. Clear brown. Aroma is caramel hibiscus roasted nuts some sweet molasses. Pistacchio. Somehow off. Also dust and rust.…
Show more
Aroma
6
Appearance
4
Flavor
4
Mouthfeel
2
Overall
8",Patagonia Amber Lager,Patagonia Amber Lager
19,"Belu_metal(73)
2.6May 4, 2018
Dentro de lo comercial en Argentina, lo más destacable. Aroma a malta, caramelo y algún toque herbal. Sabor predominado por la malta y un amargor moderado y seco.…
Show more
Aroma
5
Appearance
2
Flavor
6
Mouthfeel
2
Overall
11",Patagonia Amber Lager,Patagonia Amber Lager
20,"Rask0lnikov(2,713)
🇪🇪Tallinn, Estonia
3.2March 2, 2018
Small bottle. Pours amber colour. Medium size white head. Aroma of malts, hints of caramel too. Malty, bit caramelly, very slightly fruity taste. Caramelly, bit malty and bitter…
Show more
Aroma
7
Appearance
3
Flavor
7
Mouthfeel
2
Overall
13",Patagonia Amber Lager,Patagonia Amber Lager
21,"miggle(595)
🇩🇪Fürth, Germany
2.4February 4, 2018
As promised: very clear amber color, medium head. Neutral smell. Light aroma of wood and malt. Also quite neutral. Som sweetness.…
Show more
Aroma
4
Appearance
4
Flavor
5
Mouthfeel
3
Overall
8",Patagonia Amber Lager,Patagonia Amber Lager
22,"tiopyro(11)
🇵🇾Caacupé, Paraguay
4.4December 8, 2017
Aroma of malts and vanilla. Taste of malts and some vanilla. Slight bitterness. Beautiful color. Amazing beer.
Aroma
8
Appearance
5
Flavor
8
Mouthfeel
5
Overall
18",Patagonia Amber Lager,Patagonia Amber Lager
23,"sccp1910(519)
🇧🇷Brazil
3.9November 11, 2017
Cerveja saborosa, suave, com sabor e paladar marcantes. Cor �mbar e espuma bege...
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
4
Overall
15",Patagonia Amber Lager,Patagonia Amber Lager
24,"ricardomora(5)
3.7October 9, 2017
Cerveza de cuerpo medio a ligero con buen aroma y sabor especial suave .. recomendada ..…
Show more
Aroma
6
Appearance
3
Flavor
8
Mouthfeel
4
Overall
16",Patagonia Amber Lager,Patagonia Amber Lager
25,"Maits(859)
🇪🇪Estonia
3.0September 14, 2017
Clear dark amber beer with minimal white head. Aroma is floral, malty, sweet heather. Taste is little metallic, malty, some heather sweetnes. Dry finish. Light body. Quite nice…
Show more
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
12",Patagonia Amber Lager,Patagonia Amber Lager
26,"Frizzante63(1)
🇬🇧Hersham, England
4.6August 27, 2017
A true Argentinian Classic. Similar to a Dutch Bock beer. Lovely malty flavour. Smooth character. Light after taste. Very drinkable.
Aroma
7
Appearance
5
Flavor
10
Mouthfeel
5
Overall
19",Patagonia Amber Lager,Patagonia Amber Lager
27,"jooilakon(956)
🇬🇧London, England
2.8May 13, 2017
355 ml from Amazon. Malty nose with subtle, sweet carameltones and a slight fruitiness. Cream white head and amber body. Tastes of sweet malts. Decent overall but a bit…
Show more
Aroma
5
Appearance
4
Flavor
5
Mouthfeel
4
Overall
10",Patagonia Amber Lager,Patagonia Amber Lager
28,"Beerhunter111(34,915)
🇩🇪Beerland, Germany
2.4April 7, 2017
355ml bottle. Pours clear amber with a huge most good lasting off-white head. aroma of dry reddish malt, some wood. Taste of reddish malt, very dry, some red fruits,…
Show more
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
2
Overall
11",Patagonia Amber Lager,Patagonia Amber Lager
29,"leduardol(150)
3.0April 6, 2017
Acobreada, límpida e creme Branco de média formação e persistência média.…
Show more
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
2
Overall
13",Patagonia Amber Lager,Patagonia Amber Lager
30,"Palme(5,033)
🇳🇴Bergen, Norway
2.7February 18, 2017
0.33l bottle, gift from work colleague. This one pours a more or less clear looking wood golden colored body in the glass. It as decent looking medium sized off-white head that’s…
Show more
Aroma
5
Appearance
4
Flavor
4
Mouthfeel
4
Overall
10",Patagonia Amber Lager,Patagonia Amber Lager
31,"biir(3,008)
🇩🇪Hamburg, Germany
2.6February 18, 2017
Bottle - clear amber color with a creamy head. taste is malty, slightly fruity, caramell. body is watery. tastes cheap and underhopped. sweetish.
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
2
Overall
10",Patagonia Amber Lager,Patagonia Amber Lager
32,"Idiosynkrasie(13,439)
🇩🇪Bielefeld, Germany
2.2February 16, 2017
355ml bottle. Clear, reddish, dark amber colour with small to average, frothy, half-way lasting, minimally lacing, off-white head. Weak, sweet-ish malty aroma with a penetrative,…
Show more
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
3
Overall
8",Patagonia Amber Lager,Patagonia Amber Lager
33,"Ktwse(6,833)
🇺🇸Chicago, United States
2.7January 29, 2017
Pours hazy amber with a couple of fingers of white head. Aroma of caramel, mild citrus, light bread. Taste is sweet, slightly burnt, slightly roasty. Body is light and smooth with…
Show more
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
11",Patagonia Amber Lager,Patagonia Amber Lager
34,"bartlebier(4,526)
🇩🇪Belchium im Biersgau, Germany
2.2January 20, 2017
355cm3 bb05/2017. Pours smells and drinks like liquid rust: autumn foliage pour, beige macrobubbles. Damp metallics, wet toast and rust filings in aroma, short of brown…
Show more
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
2
Overall
9",Patagonia Amber Lager,Patagonia Amber Lager
